Sembol,Açıklama,Fiyat,Fiyat - Döviz,"Fiyat değişimi %, 1 gün","Hacim, 1 gün","Bağıl hacim, 1 gün",Piyasa değeri,Piyasa değeri - Döviz,Fiyatın kazanca oranı,"Seyreltilmiş hisse başına kar, Son 12 ay","Seyreltilmiş hisse başına kar, Son 12 ay - Döviz","Seyreltilmiş hisse başına kar büyümesi %, TTM YY","Temettü verimi %, Son 12 ay",Sektör,Analist derecelendirmesi
BRISA,BRİSA BRIDGESTONE SABANCI LASTİK SANAYİ VE TİCARET A.Ş.,78.85,TRY,0.9603072983354675,133348,0.9348137284730235,23829628044,TRY,,-1.4395,TRY,-248.34089035449298,2.72676056338028,Dayanıklı tüketim malları,Güçlü al
BRKO,BİRKO BİRLEŞİK KOYUNLULULAR MENSUCAT TİCARET VE SANAYİ A.Ş.,10.5,TRY,-1.8691588785046664,278265,0.6155816385380011,1497999973,TRY,10.013351134846463,1.0486,TRY,404.6198267564966,0,Dayanıklı tüketim malları,Derecelendirme yok
BRKSN,BERKOSAN YALITIM VE TECRİT MADDELERİ ÜRETİM VE TİCARET A.Ş.,8.07,TRY,1.5094339622641522,515491,1.4621580922574073,744119970,TRY,28.86266094420601,0.2796,TRY,,0,İşlenebilen endüstriler,Derecelendirme yok
BRKVY,BİRİKİM VARLIK YÖNETİM A.Ş.,75.5,TRY,-0.527009222661404,202845,0.9614833135754742,4250400085,TRY,11.315947242206235,6.672,TRY,21.271606957849396,0.695353096179183,Finans,Derecelendirme yok
BRLSM,BİRLEŞİM MÜHENDİSLİK ISITMA SOĞUTMA HAVALANDIRMA SANAYİ VE TİCARET A.Ş.,16.7,TRY,9.940750493745885,11101605,2.2126458184379083,3402559906,TRY,,-1.3583,TRY,-168.34901625320785,0,Enerji-dışı mineraller,Derecelendirme yok
BRMEN,BİRLİK MENSUCAT TİCARET VE SANAYİ İŞLETMESİ A.Ş.,18,TRY,-2.7027027027027026,160436,0.45632649717732643,1651199665,TRY,,-0.4671,TRY,-198.27586206896552,0,İşlenebilen endüstriler,Derecelendirme yok
BRSAN,BORUSAN MANNESMANN BORU SANAYİ VE TİCARET A.Ş.,575.5,TRY,4.162895927601809,1933782,1.3338624319646575,78328795700,TRY,44.59097178100448,12.9062,TRY,,0,Enerji-dışı mineraller,Derecelendirme yok
BRYAT,BORUSAN YATIRIM VE PAZARLAMA A.Ş.,1771,TRY,2.3699421965317917,49511,1.204562208505969,47499070301,TRY,10.932280970114935,161.9973,TRY,109.35888588199718,9.60380410404624,Çeşitli Hizmetler,Derecelendirme yok
BSOKE,BATISÖKE SÖKE ÇİMENTO SANAYİİ T.A.Ş.,35.7,TRY,2.2336769759450203,7749719,1.9895206223856887,55865321690,TRY,,-0.6797,TRY,-281.0602024507192,0,Enerji-dışı mineraller,Derecelendirme yok
BTCIM,BATIÇİM BATI ANADOLU ÇİMENTO SANAYİİ A.Ş.,4.92,TRY,-0.40485829959515096,109668095,0.8177161377760991,27548129821,TRY,,-0.1533,TRY,-132.41700148022838,0,Enerji-dışı mineraller,Derecelendirme yok
BUCIM,BURSA ÇİMENTO FABRİKASI A.Ş.,5.04,TRY,-0.3952569169960391,2164220,0.8759124914764993,7547332107,TRY,,-0.5004,TRY,-626.2699564586355,1.31752964426878,Enerji-dışı mineraller,Derecelendirme yok
BULGS,Bulls Girisim Sermayesi Yatirim Ortakligi Anonim Sirketi,38.06,TRY,-0.782064650677782,3366731,0.9448818212580259,10280480164,TRY,5.669765224645454,6.7128,TRY,,0,Finans,Derecelendirme yok
BURCE,BURÇELİK BURSA ÇELİK DÖKÜM SANAYİİ A.Ş.,38,TRY,1.0638297872340388,5284263,1.7335188014278509,3167423791,TRY,,-1.3271,TRY,-568.4433462760325,0,Enerji-dışı mineraller,Derecelendirme yok
BURVA,BURÇELİK VANA SANAYİ VE TİCARET A.Ş.,930,TRY,9.026963657678781,51071,1.7547156845902765,6267564204,TRY,,-4.8076,TRY,-257.3837038007005,0,Üretici imalatı,Derecelendirme yok
BVSAN,BÜLBÜLOĞLU VİNÇ SANAYİ VE TİCARET A.Ş.,110.6,TRY,-1.4260249554367277,422170,0.8593721374278886,4218719714,TRY,529.6934865900382,0.2088,TRY,-98.12868012798107,0.856147058823529,Üretici imalatı,Derecelendirme yok
BYDNR,Baydoner Restoranlari A.S.,38.28,TRY,-1.1874032008260216,1280472,1.4293681351433773,3254160141,TRY,,-0.9811,TRY,60.65685527529374,1.840505937016,Tüketici hizmetleri,Derecelendirme yok
CANTE,ÇAN2 TERMİK A.Ş.,1.18,TRY,-1.6666666666666683,220971250,0.7997567169537013,11999996961,TRY,,-0.2782,TRY,-14.250513347022592,0,"Elektrik, Su, Gaz Hizmetleri",Derecelendirme yok
CASA,CASA EMTİA PETROL KİMYEVİ VE TÜREVLERİ SANAYİ TİCARET A.Ş.,68.95,TRY,0,12832,0.49342079965546676,337854992,TRY,,-57.5449,TRY,-277.73553203383915,0,Dağıtım servisleri,Derecelendirme yok
CATES,Cates Elektrik Uretim Anonim Sirketi,49.32,TRY,0.9414654113794533,2753995,0.7744027429091265,8071671952,TRY,6.247783126425133,7.894,TRY,,0,"Elektrik, Su, Gaz Hizmetleri",Derecelendirme yok
CCOLA,COCA-COLA İÇECEK A.Ş.,87.95,TRY,0.8600917431192661,4069090,0.7507119244621555,243992446539,TRY,14.080560981076495,6.2462,TRY,40.9531976350589,1.63990825688073,Dayanıklı olmayan tüketici ürünleri,Güçlü al
CELHA,ÇELİK HALAT VE TEL SANAYİİ A.Ş.,25.6,TRY,-3.7593984962406015,4618973,1.3630189118430267,10254291218,TRY,,-2.5812,TRY,-77.78083890075074,0,Enerji-dışı mineraller,Derecelendirme yok
CEMAS,ÇEMAŞ DÖKÜM SANAYİ A.Ş.,4.15,TRY,0,11168006,1.2907530377234553,3282649316,TRY,,-1.7229,TRY,-212.45919477693144,0,Enerji-dışı mineraller,Derecelendirme yok
CEMTS,ÇEMTAŞ ÇELİK MAKİNA SANAYİ VE TİCARET A.Ş.,8.78,TRY,-1.2373453318335343,1080331,0.5036838781771747,4445000172,TRY,,-0.4465,TRY,12.656494522691702,3.37457817772778,Enerji-dışı mineraller,Derecelendirme yok
CEMZY,CEM ZEYTIN ANONIM SIRKETI,12.6,TRY,-0.39525691699605303,12122328,0.6288219207801883,29094999123,TRY,,-0.0716,TRY,4.533333333333333,0,Dayanıklı olmayan tüketici ürünleri,Derecelendirme yok
CEOEM,CEO EVENT MEDYA A.Ş.,23.36,TRY,0.7765314926660902,837829,0.804769395154799,1019920013,TRY,,-0.039,TRY,-118.37023080546396,0,Tüketici hizmetleri,Derecelendirme yok
CGCAM,Cagdas Cam Sanayi ve Ticaret AS,40.16,TRY,-2.0487804878048865,3032461,1.0845613592981438,6888000000,TRY,14.68319257065555,2.7351,TRY,137.25711311589174,0,Dayanıklı tüketim malları,Derecelendirme yok
CIMSA,ÇİMSA ÇİMENTO SANAYİ VE TİCARET A.Ş.,44.74,TRY,-2.1862702229995628,13321144,1.4837485125918897,43251339667,TRY,12.51748643052991,3.5742,TRY,39.82473984821218,1.61844774814167,Enerji-dışı mineraller,Güçlü al
CLEBI,ÇELEBİ HAVA SERVİSİ A.Ş.,1451,TRY,-1.023192360163711,23298,0.7595803365914411,35623798882,TRY,11.200524903992743,129.5475,TRY,-11.358569886101588,7.02592087312415,Taşımacılık,Derecelendirme yok
CMBTN,ÇİMBETON HAZIRBETON VE PREFABRİK YAPI ELEMANLARI SANAYİ VE TİCARET A.Ş.,1532,TRY,-0.5194805194805194,11481,0.3292656695871632,2725799971,TRY,,-210.3603,TRY,-316.06894914851955,0,Enerji-dışı mineraller,Derecelendirme yok
CMENT,ÇİMENTAŞ İZMİR ÇİMENTO FABRİKASI T.A.Ş.,278.25,TRY,-0.5361930294906166,3669,1.001720042591531,24224170429,TRY,37.69456900172047,7.3817,TRY,-24.072988346139198,0,Enerji-dışı mineraller,Derecelendirme yok
CONSE,CONSUS ENERJİ İŞLETMECİLİĞİ VE HİZMETLERİ A.Ş.,2.26,TRY,-0.8771929824561412,5646317,0.4082706595445396,1757879978,TRY,15.68355308813324,0.1441,TRY,-36.43581826202029,0,"Elektrik, Su, Gaz Hizmetleri",Derecelendirme yok
COSMO,COSMOS YATIRIM HOLDİNG A.Ş.,117.4,TRY,0.9458297506448913,45546,0.9059031085846582,804509710,TRY,,,,,0,Dağıtım servisleri,Derecelendirme yok
CRDFA,CREDITWEST FAKTORİNG A.Ş.,37.82,TRY,-9.995240361732515,3280516,1.7111366153230823,12606000137,TRY,9.27506376299784,4.0776,TRY,657.7773648020815,0,Finans,Derecelendirme yok
CRFSA,CARREFOURSA CARREFOUR SABANCI TİCARET MERKEZİ A.Ş.,174,TRY,-1.1363636363636365,912008,0.7793807071296728,22488182739,TRY,,-53.8561,TRY,-87.02112734748304,0,Perakende satış,Derecelendirme yok
CUSAN,ÇUHADAROĞLU METAL SANAYİ VE PAZARLAMA A.Ş.,23.64,TRY,-1.4999999999999978,527338,0.2777752318199915,1710000000,TRY,,-6.1424,TRY,-87.93293354546567,0,Enerji-dışı mineraller,Derecelendirme yok
CVKMD,CVK MADEN İŞLETMELERİ SANAYİ VE TİCARET A.Ş.,15.21,TRY,-60.49350649350649,89163882,7.711958371491773,20842934818,TRY,,-0.0198,TRY,-102.0066889632107,0,Enerji-dışı mineraller,Derecelendirme yok
CWENE,CW ENERJİ MÜHENDİSLİK TİCARET VE SANAYİ A.Ş.,44.2,TRY,7.438016528925625,180672691,4.0769588617193895,44360851549,TRY,16.43794860351817,2.6889,TRY,509.58966220811607,0,Elektronik teknoloji,Derecelendirme yok
DAGI,DAGİ GİYİM SANAYİ VE TİCARET A.Ş.,9.36,TRY,-0.10672358591248439,8077339,0.7498038310703566,3747999954,TRY,,-0.2873,TRY,35.53960062822526,0,Dayanıklı olmayan tüketici ürünleri,Derecelendirme yok
DAPGM,DAP GAYRİMENKUL GELİŞTİRME A.Ş.,8.6,TRY,-1.1494252873563178,57301489,0.31634104894497483,23054999495,TRY,28.762541806020067,0.299,TRY,-10.479041916167674,0,Finans,Derecelendirme yok
DARDL,DARDANEL ÖNENTAŞ GIDA SANAYİ A.Ş.,1.64,TRY,-0.6060606060606066,18425784,0.8341843122643535,3868255352,TRY,,-1.1848,TRY,-546.0196292257361,0,Dayanıklı olmayan tüketici ürünleri,Derecelendirme yok
DCTTR,DCT Trading Dis Ticaret Anonim Sirketi,9.37,TRY,-9.990393852065331,18687369,2.7289058009138776,4059453271,TRY,,-0.8442,TRY,-1304.6589018302827,0,Dağıtım servisleri,Derecelendirme yok
DENGE,DENGE YATIRIM HOLDİNG A.Ş.,2.31,TRY,-2.941176470588229,13685062,0.8504585610148517,1428000069,TRY,,-0.4656,TRY,15.175806157770092,0,Finans,Derecelendirme yok
DERHL,DERLÜKS YATIRIM HOLDİNG A.Ş.,10.4,TRY,0.19267822736030416,5534013,1.4795085209358072,2047780190,TRY,,-0.0276,TRY,-110.69352963967457,0,Dayanıklı olmayan tüketici ürünleri,Derecelendirme yok
DERIM,DERİMOD KONFEKSİYON AYAKKABI DERİ SANAYİ VE TİCARET A.Ş.,33.8,TRY,-2.1424435437174347,553443,1.931391715413014,1865160049,TRY,18.62258953168044,1.815,TRY,5.763067420313501,0,Dayanıklı olmayan tüketici ürünleri,Derecelendirme yok
DESA,DESA DERİ SANAYİ VE TİCARET A.Ş.,9.62,TRY,1.4767932489451348,2439609,1.026472076957354,4645199776,TRY,8.616983160157648,1.1164,TRY,32.19656601539372,2.53266877637131,Dayanıklı olmayan tüketici ürünleri,Güçlü al
DESPC,DESPEC BİLGİSAYAR PAZARLAMA VE TİCARET A.Ş.,39.66,TRY,-1.7830609212481574,568694,0.25900629072662984,928740025,TRY,,-3.2729,TRY,-306.21888979900444,0,Dağıtım servisleri,Derecelendirme yok
DEVA,DEVA HOLDİNG A.Ş.,68.05,TRY,-1.661849710982667,315240,0.6450844540049108,13839337341,TRY,,-4.782,TRY,-308.48410864542006,0,Sağlık teknolojisi,Derecelendirme yok
DGATE,DATAGATE BİLGİSAYAR MALZEMELERİ TİCARET A.Ş.,112.3,TRY,1.5370705244122993,587106,0.9658105569861886,3300520831,TRY,49.362637362637365,2.275,TRY,,0,Dağıtım servisleri,Derecelendirme yok
DGGYO,DOĞUŞ GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,35.58,TRY,-3.7337662337662407,149697,1.0699658776254715,12271007318,TRY,,-0.136,TRY,-108.4262701363073,0,Finans,Derecelendirme yok
DGNMO,DOĞANLAR MOBİLYA GRUBU İMALAT SANAYİ VE TİCARET A.Ş.,8.78,TRY,-1.2373453318335343,2632102,0.4690546754705825,3111186225,TRY,,-6.4007,TRY,-207.99249350399384,0,Dayanıklı tüketim malları,Derecelendirme yok
DIRIT,DİRİTEKS DİRİLİŞ TEKSTİL SANAYİ VE TİCARET A.Ş.,22.28,TRY,1.18074477747503,57768,0.5223736859952526,234512996,TRY,,-14.8834,TRY,-435.03061408247794,0,İşlenebilen endüstriler,Derecelendirme yok
DITAS,DİTAŞ DOĞAN YEDEK PARÇA İMALAT VE TEKNİK A.Ş.,25,TRY,2.796052631578946,1964514,0.3365520350108929,4134399948,TRY,,-1.5059,TRY,3.5730293910482214,0,Üretici imalatı,Derecelendirme yok
DMLKT,Emlak Konut Gayrimenkul Yatirim Ortakligi A.S. 0 % Certificates 2025-31.12.2199,6.03,TRY,-0.16556291390728123,5343416,0.9020230719639529,67730726685,TRY,,,,,,Finans,Derecelendirme yok
DMRGD,DMR Unlu Mamuller Uretim Gida Toptan Perakende Ihracat A.S.,10.85,TRY,-3.038427167113493,39820575,1.2651258311025169,16588055650.999998,TRY,129.32061978545886,0.0839,TRY,-29.018612521150587,0,Dayanıklı olmayan tüketici ürünleri,Derecelendirme yok
DMSAS,DEMİSAŞ DÖKÜM EMAYE MAMÜLLERİ SANAYİİ A.Ş.,8.03,TRY,-1.7135862913096767,1927067,0.5100242751998468,1634000015,TRY,,-0.9462,TRY,-30.043980208905996,0,Üretici imalatı,Derecelendirme yok
DNISI,DİNAMİK ISI MAKİNA YALITIM MALZEMELERİ SANAYİ VE TİCARET A.Ş.,19.6,TRY,-1.8036072144288546,684798,1.0395835338474306,2389771012,TRY,63.4920634920635,0.3087,TRY,,0,İşlenebilen endüstriler,Derecelendirme yok
DOAS,DOĞUŞ OTOMOTİV SERVİS VE TİCARET A.Ş.,191.8,TRY,2.0212765957446868,1017515,1.244443047481743,37224000000,TRY,14.555775637668953,13.1769,TRY,-35.270596210621456,19.8259186170213,Perakende satış,Al
DOFER,Dofer Yapi Maizemeleri Sanayi ve Ticaret A.S.,27.84,TRY,-0.42918454935622674,500927,0.9895104508321395,1558769949,TRY,,,,,0.679266809728183,Enerji-dışı mineraller,Derecelendirme yok
DOFRB,DOF Robotik Sanayi Anonim Sirketi,133.2,TRY,-1.1869436201780583,2354620,0.4548754571197749,20894000000,TRY,,,,,0,Üretici imalatı,Derecelendirme yok
DOGUB,DOĞUSAN BORU SANAYİİ VE TİCARET A.Ş.,76.7,TRY,0.3926701570680591,261700,0.8807657849585263,2979600060,TRY,,-0.855,TRY,24.316190138974946,0,Enerji-dışı mineraller,Derecelendirme yok
DOHOL,DOĞAN ŞİRKETLER GRUBU HOLDİNG A.Ş.,21.08,TRY,2.2308438409311218,8727034,0.8390428710779627,36219549995,TRY,18.706185109592685,1.1269,TRY,6.572725553243817,1.48251212415131,Perakende satış,Güçlü al
DOKTA,DÖKTAŞ DÖKÜMCÜLÜK TİCARET VE SANAYİ A.Ş.,21.1,TRY,-0.37771482530688527,258640,0.721167653634306,6862320099,TRY,,-2.7795,TRY,-40.49231702385767,0,Üretici imalatı,Derecelendirme yok
DSTKF,DESTEK FAKTORİNG A.Ş.,1628,TRY,0.5558987029030266,1205534,0.7731502093250766,539666683135.99994,TRY,111.07320734120215,14.657,TRY,88.01390510153033,0,Finans,Derecelendirme yok
DUNYH,Dunya Holding Anonim Sirketi,151,TRY,-2.5806451612903225,392181,0.4220519368570243,5693506470,TRY,6.899892160625834,21.8844,TRY,174.5433560818948,0,Dayanıklı olmayan tüketici ürünleri,Derecelendirme yok
DURDO,DURAN DOĞAN BASIM VE AMBALAJ SANAYİ A.Ş.,5.1,TRY,1.9999999999999927,1992151,0.7176480967322056,2500000000,TRY,,-0.5511,TRY,42.026088786029874,0,İşlenebilen endüstriler,Derecelendirme yok
DURKN,Durukan Sekerleme Sanayi ve Ticaret AS,19.02,TRY,8.068181818181808,2101821,1.0641804578461818,2332000051,TRY,52.628666297731044,0.3614,TRY,,0.371568181818182,Dayanıklı olmayan tüketici ürünleri,Derecelendirme yok
DYOBY,DYO BOYA FABRİKALARI SANAYİ VE TİCARET A.Ş.,12.61,TRY,-1.1755485893416957,986169,0.7035493546968318,3828000069,TRY,,-1.1796,TRY,-201.37966274910576,0,İşlenebilen endüstriler,Derecelendirme yok
DZGYO,DENİZ GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,7.1,TRY,-1.5256588072122097,867149,0.42859694650210256,2884000015,TRY,11.277001270648029,0.6296,TRY,-38.9922480620155,0,Finans,Derecelendirme yok
EBEBK,EBEBEK MAGAZACILIK ANONIM SIRKETI,88.45,TRY,-2.5881057268722403,475949,0.9726930093073807,14528000488,TRY,78.72719181130397,1.1235,TRY,3304.5454545454545,1.10132158590308,Perakende satış,Derecelendirme yok
ECILC,EİS ECZACIBAŞI İLAÇ SINAİ VE FİNANSAL YATIRIMLAR SANAYİ VE TİCARET A.Ş.,68.95,TRY,-1.2884753042233237,3468955,1.1353247407979647,47865414900,TRY,,-0.8917,TRY,-129.65512654228607,2.50702934860415,Sağlık teknolojisi,Derecelendirme yok
ECOGR,Ecogreen Enerji Holding A.S.,34.4,TRY,0.6436512580456374,7275466,0.2834931532235693,18457200000,TRY,,,,,0,"Elektrik, Su, Gaz Hizmetleri",Derecelendirme yok
ECZYT,ECZACIBAŞI YATIRIM HOLDİNG ORTAKLIĞI A.Ş.,322,TRY,-0.9230769230769231,257486,0.41933406130427314,34125000000,TRY,,-0.2927,TRY,-104.05042621498947,1.75824184615385,Finans,Derecelendirme yok
EDATA,E-DATA TEKNOLOJİ PAZARLAMA A.Ş.,19.15,TRY,4.644808743169388,10069762,2.997443539941238,7344247417,TRY,,-0.18,TRY,-113.27014218009477,0,Ticari hizmetler,Derecelendirme yok
EDIP,EDİP GAYRİMENKUL YATIRIM SANAYİ VE TİCARET A.Ş.,38.88,TRY,5.308775731310945,3971841,4.289606004652011,2399799881,TRY,4.583392276135239,8.4828,TRY,-40.487031437451336,0,Finans,Derecelendirme yok
EFOR,Efor Yatirim Sanayi Ticaret A.S.,18.35,TRY,1.9444444444444524,136278854,1.7185009481468627,39204000000,TRY,13.156951315695132,1.3947,TRY,949.4356659142213,0.127538888888889,Dayanıklı olmayan tüketici ürünleri,Derecelendirme yok
EGEEN,EGE ENDÜSTRİ VE TİCARET A.Ş.,5230,TRY,-0.6647673314339981,6477,0.7998271178068659,16584750501.999998,TRY,,-82.1651,TRY,-142.58702171616704,1.00664767331434,Üretici imalatı,Derecelendirme yok
EGEGY,Egeyapi Avrupa Gayrimenkul Yatirim Ortakligi A.S.,29.12,TRY,0,1134462,0.37861295462359473,5824000168,TRY,4.919334403243517,5.9195,TRY,2119.5350581177354,1.03021978021978,Finans,Derecelendirme yok
EGEPO,NASMED ÖZEL SAĞLIK HİZMETLERİ TİCARET A.Ş.,18.65,TRY,1.9125683060109173,2767298,0.9195361278638954,9149999619,TRY,,-0.1188,TRY,-10000.000000000002,0,Sağlık hizmetleri,Derecelendirme yok
EGGUB,EGE GÜBRE SANAYİİ A.Ş.,94.95,TRY,0.052687038988405856,361598,0.9842883196777091,9490000153,TRY,14.088373197222387,6.7396,TRY,44.80684113274032,2.63435194942044,İşlenebilen endüstriler,Derecelendirme yok
EGPRO,EGE PROFİL TİCARET VE SANAYİ A.Ş.,33.9,TRY,0.5934718100890081,682963,0.8171651305004471,18366500416,TRY,15.14745308310992,2.238,TRY,77.98632097979957,3.81128783382789,İşlenebilen endüstriler,Derecelendirme yok
EGSER,EGE SERAMİK SANAYİ VE TİCARET A.Ş.,2.84,TRY,3.649635036496337,5835626,1.907228001104144,1972800007,TRY,,-1.1537,TRY,-1.2817136335703578,0,Üretici imalatı,Derecelendirme yok
EKDMR,Ekinciler Demir ve Celik Sanayi AS,47.22,TRY,0,8716834,0.46629288455015044,15110400000,TRY,,,,,0,Enerji-dışı mineraller,Derecelendirme yok
EKIM,EKİM TURİZM TİCARET VE SANAYİ A.Ş.,18.37,TRY,-2.28723404255319,18731772,0.716617399832218,,,,,,,,Finans,Derecelendirme yok
EKIZ,EKİZ KİMYA SANAYİ VE TİCARET A.Ş.,66.95,TRY,-1.9047619047619007,5599,0.43151550650471665,633665051,TRY,,-6.6169,TRY,-139.7230093170685,0,İşlenebilen endüstriler,Derecelendirme yok
EKOS,Ekos Teknoloji ve Elektrik AS,5.43,TRY,-1.4519056261343026,6522480,0.7719553290183709,6171200256,TRY,,-0.4132,TRY,-692.8263988522239,0,Üretici imalatı,Derecelendirme yok
EKSUN,EKSUN GIDA TARIM SANAYİ VE TİCARET A.Ş.,6.01,TRY,-0.33167495854063783,2028116,0.268384415713104,3612012819,TRY,,-0.374,TRY,62.55131671172525,0,İşlenebilen endüstriler,Derecelendirme yok
ELITE,ELİTE NATUREL ORGANİK GIDA SANAYİ VE TİCARET A.Ş.,28.6,TRY,-0.41782729805013036,670258,0.7305670396937625,3722112086,TRY,20.60667195042871,1.3879,TRY,-58.88069208662934,0.174094707520891,Dayanıklı olmayan tüketici ürünleri,Derecelendirme yok
EMKEL,EMEK ELEKTRİK ENDÜSTRİSİ A.Ş.,18.36,TRY,0.32786885245900943,3361009,0.9906138337952466,2744999886,TRY,111.88299817184644,0.1641,TRY,,0,Üretici imalatı,Derecelendirme yok
EMNIS,EMİNİŞ AMBALAJ SANAYİ VE TİCARET A.Ş.,164.9,TRY,-4.127906976744183,8163,1.1561012916383413,1066399967.0000001,TRY,,-1.2553,TRY,69.45444812147169,0,İşlenebilen endüstriler,Derecelendirme yok
EMPAE,Empa Elektronik Sanayi ve Ticaret A.S.,69.15,TRY,9.936406995230536,11175014,1.0726622411605662,10693000000,TRY,,,,,0.158982511923688,Elektronik teknoloji,Derecelendirme yok
ENDAE,Enda Enerji Holding Anonim Sirketi,15.22,TRY,-0.45781556572922505,1523650,0.4965449123268183,6684744308,TRY,,,,,0,Finans,Derecelendirme yok
ENERY,Enerya Enerji A.S.,8.47,TRY,-3.1999999999999926,29410624,0.9020593230821784,76906903076,TRY,14.535781705852068,0.5827,TRY,-72.00710991544965,0.126971428571429,"Elektrik, Su, Gaz Hizmetleri",Derecelendirme yok
ENJSA,ENERJİSA ENERJİ A.Ş.,113,TRY,3.1963470319634704,5531308,1.3326948511957144,129327038818,TRY,26.39138659878086,4.2817,TRY,,4.63926940639269,"Elektrik, Su, Gaz Hizmetleri",Derecelendirme yok
ENKAI,ENKA İNŞAAT VE SANAYİ A.Ş.,87.1,TRY,1.4560279557367501,15550329,1.532599127769491,503242965860,TRY,14.304953356983313,6.0888,TRY,49.616669942991926,4.75635760046593,Endüstriyel hizmetler,Al
ENPRA,Enpara Bank A.S.,55.5,TRY,-3.5621198957428275,48593,0.9188601467362529,,,,,,,,Finans,Derecelendirme yok
ENSRI,ENSARİ DERİ GIDA SANAYİ VE TİCARET A.Ş.,5.32,TRY,-0.37453183520598454,31307451,1.2832692295474355,2910647522,TRY,,-0.1386,TRY,-137.91028446389498,0,Dayanıklı olmayan tüketici ürünleri,Derecelendirme yok
ENTRA,IC Enterra Yenilenebilir Enerji AS,4.93,TRY,2.0703933747411933,63905992,0.9093975099293943,19515856428,TRY,,-0.1753,TRY,-259.3636363636364,0,"Elektrik, Su, Gaz Hizmetleri",Güçlü al
EPLAS,EGEPLAST EGE PLASTİK TİCARET VE SANAYİ A.Ş.,5.31,TRY,-1.8484288354898435,4425238,0.8227636052309543,1031228306,TRY,,-0.7342,TRY,60.28130916959697,0,Üretici imalatı,Derecelendirme yok
ERBOS,ERBOSAN ERCİYAS BORU SANAYİİ VE TİCARET A.Ş.,156,TRY,0.06414368184733439,36382,0.5617991408250179,3117999878,TRY,,-2.3644,TRY,85.61065264490372,1.73187940987813,Enerji-dışı mineraller,Derecelendirme yok
ERCB,ERCİYAS ÇELİK BORU SANAYİ A.Ş.,47.8,TRY,-0.8710078805474941,795837,0.6268873489018086,3749058373,TRY,,-2.6378,TRY,-179.51679559181943,0,Enerji-dışı mineraller,Derecelendirme yok
EREGL,EREĞLİ DEMİR VE ÇELİK FABRİKALARI T.A.Ş.,41.98,TRY,0.5749880210828818,89840213,0.7711029117076462,287678898775,TRY,601.4326647564469,0.0698,TRY,-94.35183686680692,1.3176808816483,Enerji-dışı mineraller,Al
ERSU,ERSU MEYVE VE GIDA SANAYİ A.Ş.,22.96,TRY,1.145374449339214,301880,0.8086098141574218,817200027,TRY,,-3.0199,TRY,-395.5530029537249,0,Dayanıklı olmayan tüketici ürünleri,Derecelendirme yok
ESCAR,ESCAR FİLO KİRALAMA HİZMETLERİ A.Ş.,44.74,TRY,-0.4007123775601062,1649525,0.7374577857082545,22459999084,TRY,,-1.547,TRY,-1099.2248062015503,0.801424755120214,Finans,Derecelendirme yok
ESCOM,ESCORT TEKNOLOJİ YATIRIM A.Ş.,5.94,TRY,10,13227652,0.6596934516186634,3806147748,TRY,3.2734486939270364,1.8146,TRY,,0,Elektronik teknoloji,Derecelendirme yok
ESEN,ESENBOĞA ELEKTRİK ÜRETİM A.Ş.,3.33,TRY,-0.8928571428571371,20507308,0.4579335622807467,6115200243,TRY,7.304233384514148,0.4559,TRY,,0,"Elektrik, Su, Gaz Hizmetleri",Derecelendirme yok
ETILR,ETİLER GIDA VE TİCARİ YATIRIMLAR SANAYİ VE TİCARET A.Ş.,5.88,TRY,0.1703577512776795,5082905,0.5434632339876511,1408799973,TRY,,-0.0803,TRY,-134.5971563981043,0,Tüketici hizmetleri,Derecelendirme yok
ETYAT,EURO TREND YATIRIM ORTAKLIĞI A.Ş.,13.24,TRY,-1.1202389843166567,856056,1.6231340630512205,803400021,TRY,,-0.3892,TRY,-171.4086471408647,0,Finans,Derecelendirme yok
EUHOL,EURO YATIRIM HOLDİNG A.Ş.,10.29,TRY,1.8811881188118762,546429,0.8568760496723455,1515000057,TRY,1.4450420592902582,7.1209,TRY,,0,Finans,Derecelendirme yok
EUKYO,EURO KAPİTAL YATIRIM ORTAKLIĞI A.Ş.,12.95,TRY,-1.5209125475285252,896122,0.8889580647478097,788999977,TRY,,-0.3917,TRY,-154.18559377027904,0,Finans,Derecelendirme yok
EUPWR,EUROPOWER ENERJİ VE OTOMASYON TEKNOLOJİLERİ SANAYİ TİCARET A.Ş.,91.4,TRY,0.32930845225028693,13178294,0.6507331653128203,60125998993,TRY,73.4903915735306,1.2437,TRY,154.0236928104575,0,Üretici imalatı,Güçlü al
EUREN,EUROPEN ENDÜSTRİ İNŞAAT SANAYİ VE TİCARET A.Ş.,3.88,TRY,-2.020202020202022,19780469,0.6989256453109093,8316000080,TRY,18.250235183443085,0.2126,TRY,-60.04510430370231,0,Üretici imalatı,Derecelendirme yok
EUYO,EURO MENKUL KIYMET YATIRIM ORTAKLIĞI A.Ş.,5.09,TRY,-0.19607843137254485,1459284,1.2795413276739338,305999994,TRY,,-0.331,TRY,-217.65834932821497,0,Finans,Derecelendirme yok
EYGYO,EYG GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,2.59,TRY,7.0247933884297495,42805682,4.179999950979405,1694000053,TRY,,-0.8573,TRY,-7420.1754385964905,1.18061983471074,Finans,Derecelendirme yok
