Sembol,Açıklama,Fiyat,Fiyat - Döviz,"Fiyat değişimi %, 1 gün","Hacim, 1 gün","Bağıl hacim, 1 gün",Piyasa değeri,Piyasa değeri - Döviz,Fiyatın kazanca oranı,"Seyreltilmiş hisse başına kar, Son 12 ay","Seyreltilmiş hisse başına kar, Son 12 ay - Döviz","Seyreltilmiş hisse başına kar büyümesi %, TTM YY","Temettü verimi %, Son 12 ay",Sektör,Analist derecelendirmesi
TBORG,TÜRK TUBORG BİRA VE MALT SANAYİİ A.Ş.,132.8,TRY,-0.1503759398496155,86694,0.48174654377111953,42893595886,TRY,15.761675864933833,8.4255,TRY,-36.15594453284837,6.00629398496241,Dayanıklı olmayan tüketici ürünleri,Derecelendirme yok
TCELL,TURKCELL İLETİŞİM HİZMETLERİ A.Ş.,105.1,TRY,-2.3234200743494426,19872010,0.6256005370188574,234902223915,TRY,12.43507377039482,8.4519,TRY,27.878897916572104,3.37952044609665,İletişim,Güçlü al
TCKRC,Kirac Galvaniz Telekominikasyon Metal Makine Insaat Elektrik Sanayi Ve Ticaret AS,141.5,TRY,-2.413793103448276,1913017,0.9076197009512177,24466544113,TRY,16.887859836730797,8.3788,TRY,206.45550638235613,0,Üretici imalatı,Derecelendirme yok
TDGYO,TREND GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,16.93,TRY,0.4747774480712065,559766,0.5169108829555121,1162650026,TRY,8.014580571861389,2.1124,TRY,,0,Finans,Derecelendirme yok
TEHOL,Tera Yatirim Teknoloji Holding A.S.,48.66,TRY,0.12345679012344683,33501008,0.7993247545828335,96997819293,TRY,26.60615670621685,1.8289,TRY,472.96365914786975,0,Finans,Derecelendirme yok
TEKTU,TEK-ART İNŞAAT TİCARET TURİZM SANAYİ VE YATIRIMLAR A.Ş.,7.72,TRY,-0.1293661060802157,3917915,0.6671710121222562,2319000006,TRY,,-2.5239,TRY,-103.47468558529506,0,Tüketici hizmetleri,Derecelendirme yok
TERA,TERA YATIRIM MENKUL DEĞERLER A.Ş.,193.3,TRY,1.7368421052631637,15666651,1.1764708046825803,133000000000,TRY,2.165416296522003,89.2669,TRY,239.97242650559278,0,Finans,Derecelendirme yok
TEZOL,EUROPAP TEZOL KAĞIT SANAYİ VE TİCARET A.Ş.,9.24,TRY,-4.7422680412371045,10611429,1.7679373408758274,4849737926,TRY,36.75417661097852,0.2514,TRY,314.8514851485149,4.63917525773196,Dayanıklı olmayan tüketici ürünleri,Derecelendirme yok
TGSAS,TGS DIŞ TİCARET A.Ş.,178.6,TRY,-1.5977961432506917,165138,0.5894888797505227,2649900069,TRY,43.71664953248152,4.0854,TRY,-41.36406694032207,0.550964187327824,Dağıtım servisleri,Derecelendirme yok
THYAO,TÜRK HAVA YOLLARI A.O.,314,TRY,-3.011583011583012,70773407,1.4568594067492622,446775000000,TRY,3.3204533582050098,94.5654,TRY,24.26987731415775,2.12634996138996,Taşımacılık,Güçlü al
TKFEN,TEKFEN HOLDİNG A.Ş.,185.1,TRY,9.98217468805703,11487132,2.383687176184269,60010733321,TRY,,-14.8603,TRY,-2281.168354616175,0.197179441473559,Endüstriyel hizmetler,Derecelendirme yok
TKNSA,TEKNOSA İÇ VE DIŞ TİCARET A.Ş.,16.15,TRY,-0.3086419753086464,1374316,0.6557441502486412,3256200153,TRY,,-11.0201,TRY,-32.47541653643641,0,Perakende satış,Güçlü al
TLMAN,TRABZON LİMAN İŞLETMECİLİĞİ A.Ş.,79.5,TRY,-0.9962640099626366,84230,0.5338107611382217,1686300064,TRY,,-2.6414,TRY,1.3224745965331777,0,Taşımacılık,Derecelendirme yok
TMPOL,TEMAPOL POLİMER PLASTİK VE İNŞAAT SANAYİ TİCARET A.Ş.,460.5,TRY,-1.2861736334405145,543566,0.8571712871288689,6612637589,TRY,,-7.1211,TRY,-487.3952779893374,0,İşlenebilen endüstriler,Derecelendirme yok
TMSN,TÜMOSAN MOTOR VE TRAKTÖR SANAYİ A.Ş.,80.6,TRY,-1.0435850214855844,408508,0.3252815581230929,9366749649,TRY,,-35.6087,TRY,-171.6957540711628,0,Üretici imalatı,Derecelendirme yok
TNZTP,TAPDİ OKSİJEN ÖZEL SAĞLIK VE EĞİTİM HİZMETLERİ SANAYİ TİCARET A.Ş.,30,TRY,1.078167115902966,3477805,0.911041859664863,11872000122,TRY,15.680535228935815,1.9132,TRY,-33.66618126343526,0,Sağlık hizmetleri,Derecelendirme yok
TOASO,TOFAŞ TÜRK OTOMOBİL FABRİKASI A.Ş.,262.75,TRY,-3.577981651376147,5543008,1.173038654371907,136250000000,TRY,10.33435726394204,25.4249,TRY,500.52198970192273,7.3394495412844,Dayanıklı tüketim malları,Güçlü al
TRALT,Turk Altin Isletmeleri A.S.,48.84,TRY,5.394907207596029,169021351,0.8837868518439134,148403850489,TRY,31.027253668763105,1.5741,TRY,273.62924281984334,0,Enerji-dışı mineraller,Güçlü sat
TRCAS,TURCAS PETROL A.Ş.,42.66,TRY,-0.09367681498830503,784742,0.9380254968627375,10911073806,TRY,7.876516312475766,5.4161,TRY,56.28174053554942,6.41370960187354,"Elektrik, Su, Gaz Hizmetleri",Derecelendirme yok
TRENJ,TR Dogal Enerji Kaynaklari Arastirma ve Uretim Anonim Sirketi,100,TRY,6.439595529536985,2946461,1.259697641202594,24406851910,TRY,44.0392830404721,2.2707,TRY,,0,Enerji mineralleri,Derecelendirme yok
TRGYO,TORUNLAR GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,92.85,TRY,-0.3755364806867044,916647,0.9518878886005587,93086284305,TRY,11.276688770676964,8.2338,TRY,-3.517693930161709,5.36480686695279,Finans,Güçlü al
TRHOL,Tera Financial Investments Holding A.S.,1847,TRY,0.48966267682263326,114524,0.39629423161502636,55140000000,TRY,496.9061070755986,3.717,TRY,1051.1303809228864,0,Finans,Derecelendirme yok
TRILC,TURK İLAÇ VE SERUM SANAYİ A.Ş.,1.2,TRY,0,3784450,0.7150936621627364,1244400049,TRY,,-0.0514,TRY,73.77551020408163,0,Sağlık teknolojisi,Derecelendirme yok
TRMET,TR Anadolu Metal Madencilik Isletmeleri Anonim Sirketi,135.3,TRY,7.210776545166409,8090415,1.3882498996187143,48975693121,TRY,24.00510973510991,5.6363,TRY,,0,Enerji-dışı mineraller,Derecelendirme yok
TSGYO,TSKB GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,5.63,TRY,0.35650623885917243,1044237,0.6724351599906885,3646500087,TRY,40.532757379409645,0.1389,TRY,,0,Finans,Derecelendirme yok
TSKB,TÜRKİYE SINAİ KALKINMA BANKASI A.Ş.,11.27,TRY,-0.17714791851195372,16837148,1.0822774097072032,31611999893,TRY,2.955445414732646,3.8133,TRY,-13.365594329334792,4.74573073516386,Finans,Güçlü al
TSPOR,TRABZONSPOR SPORTİF YATIRIM VE FUTBOL İŞLETMECİLİĞİ TİCARET A.Ş.,1,TRY,2.040816326530614,1016909770,3.5366279191721697,7350000143,TRY,,-0.1283,TRY,17.33247422680413,0,Tüketici hizmetleri,Derecelendirme yok
TTKOM,TÜRK TELEKOMÜNİKASYON A.Ş.,53.35,TRY,-1.0204081632653008,54614886,1.3573619026959538,188650005341,TRY,6.859266116382525,7.7778,TRY,122.5153058305201,0,İletişim,Güçlü al
TTRAK,TÜRK TRAKTÖR VE ZİRAAT MAKİNELERİ A.Ş.,411,TRY,0.7352941176470588,126173,1.0155757623076376,40827283630,TRY,,-11.1474,TRY,-129.82853289663808,18.4925350490196,Üretici imalatı,Nötr
TUCLK,TUĞÇELİK ALÜMİNYUM VE METAL MAMÜLLERİ SANAYİ VE TİCARET A.Ş.,3.79,TRY,0,5207421,0.5077163477014024,1364399986,TRY,,-1.1686,TRY,-469.69313508383425,0,Enerji-dışı mineraller,Derecelendirme yok
TUKAS,TUKAŞ GIDA SANAYİ VE TİCARET A.Ş.,2.01,TRY,1.0050251256281304,60475181,1.2440970958149675,8955000043,TRY,,-0.216,TRY,-196,0,Dayanıklı olmayan tüketici ürünleri,Derecelendirme yok
TUPRS,TÜPRAŞ-TÜRKİYE PETROL RAFİNERİLERİ A.Ş.,303.75,TRY,4.651162790697675,54128289,2.195108390420832,559252438660,TRY,18.032699294721095,16.8444,TRY,84.53751684396191,6.13318759689923,Enerji mineralleri,Al
TUREX,TUREKS TURİZM TAŞIMACILIK A.Ş.,6.68,TRY,0,11129328,0.32276749918892883,7214399815,TRY,11.843971631205674,0.564,TRY,181.8590704647676,0,Finans,Derecelendirme yok
TURGG,TÜRKER PROJE GAYRİMENKUL VE YATIRIM GELİŞTİRME A.Ş.,25.86,TRY,-1.0711553175210449,369026,1.347314232513981,3350429487,TRY,15.49988012467034,1.6684,TRY,237.59611493322544,0,Finans,Derecelendirme yok
TURSG,TÜRKİYE SİGORTA A.Ş.,6.21,TRY,-0.6400000000000006,56918963,1.0514532246082817,125000000000,TRY,5.256030469741853,1.1815,TRY,36.96962670994667,1.6,Finans,Güçlü al
UCAYM,Ucay Muhendislik Enerji ve Iklimlendirme Teknolojileri,26.62,TRY,-0.37425149700598004,3304028,0.6750406134416365,6012000000,TRY,,,,,0,Endüstriyel hizmetler,Derecelendirme yok
UFUK,UFUK YATIRIM YÖNETİM VE GAYRİMENKUL A.Ş.,1747,TRY,0.46003450258769407,8787,0.41901319460008485,81466727566,TRY,167.93232721330384,10.403,TRY,,0,Finans,Derecelendirme yok
ULAS,ULAŞLAR TURİZM YATIRIMLARI VE DAYANIKLI TÜKETİM MALLARI TİCARET PAZARLAMA A.Ş.,20.82,TRY,-2.982292637465054,233244,1.3112936631263168,544701462,TRY,,,,,0,Tüketici hizmetleri,Derecelendirme yok
ULKER,ÜLKER BİSKÜVİ SANAYİ A.Ş.,87.3,TRY,-1.1884550084889611,3949252,0.7047776736968026,32625520642,TRY,8.818359966868016,9.8998,TRY,-48.816288123587896,6.48878551216752,Dayanıklı olmayan tüketici ürünleri,Al
ULUFA,ULUSAL FAKTORİNG A.Ş.,1.68,TRY,-1.7543859649122824,27062731,0.6602461886676322,1846800041,TRY,2.445058943385242,0.6871,TRY,-3.537835181805419,7.22397660818714,Finans,Derecelendirme yok
ULUSE,ULUSOY ELEKTRİK İMALAT TAAHHÜT VE TİCARET A.Ş.,292.5,TRY,4.651162790697675,201320,0.9733150582939912,22360000000,TRY,29.907975460122703,9.78,TRY,,0,Üretici imalatı,Derecelendirme yok
ULUUN,ULUSOY UN SANAYİ VE TİCARET A.Ş.,7.96,TRY,0,5910820,0.4110664317074495,5937618317,TRY,73.02752293577981,0.109,TRY,,0,İşlenebilen endüstriler,Derecelendirme yok
UNLU,ÜNLÜ YATIRIM HOLDİNG A.Ş.,10.9,TRY,-1.2681159420289747,761200,0.7076576327829558,1930454400,TRY,,-1.3914,TRY,-326.8098159509202,0,Finans,Derecelendirme yok
USAK,UŞAK SERAMİK SANAYİ A.Ş.,1.28,TRY,-1.5384615384615397,75435005,0.9951002827199293,3184999883,TRY,12.812812812812814,0.0999,TRY,,0,Üretici imalatı,Derecelendirme yok
VAKBN,TÜRKİYE VAKIFLAR BANKASI T.A.O.,31.42,TRY,0.834403080872919,31938498,0.9491772824067076,308980124112,TRY,4.302518246675888,7.3027,TRY,25.35532820653667,0,Finans,Al
VAKFA,VAKIF FAKTORİNG A.Ş.,11.11,TRY,0.1803426510369664,4533657,0.7560267763787759,9981000000,TRY,,,,,0,Finans,Derecelendirme yok
VAKFN,VAKIF FİNANSAL KİRALAMA A.Ş.,1.2,TRY,-0.8264462809917362,28638326,0.7156005518812151,7260000229,TRY,4.284184219921456,0.2801,TRY,3.0537159676232632,0,Finans,Derecelendirme yok
VAKKO,VAKKO TEKSTİL VE HAZIR GİYİM SANAYİ İŞLETMELERİ A.Ş.,66.75,TRY,-1.5486725663716772,96926,0.7266443508998477,10848000488,TRY,,-0.3158,TRY,-106.09276122858466,9.21828908554572,Dayanıklı olmayan tüketici ürünleri,Derecelendirme yok
VANGD,VANET GIDA SANAYİ İÇ VE DIŞ TİCARET A.Ş.,88.85,TRY,1.195899772209564,135068,0.9469133197280152,2195000076,TRY,9.74659938569548,9.116,TRY,,0,Dağıtım servisleri,Derecelendirme yok
VBTYZ,VBT YAZILIM A.Ş.,31,TRY,-6.0606060606060606,1800564,0.6893452754344718,3861000000,TRY,24.449877750611247,1.2679,TRY,70.87601078167116,0,Teknoloji hizmetleri,Derecelendirme yok
VERTU,VERUSATURK GİRİŞİM SERMAYESİ YATIRIM ORTAKLIĞI A.Ş.,35.64,TRY,-2.0879120879120827,445526,1.162927158285118,1882770162,TRY,,-3.3532,TRY,84.86761646456759,0,Finans,Derecelendirme yok
VERUS,VERUSA HOLDİNG A.Ş.,545,TRY,1.48975791433892,71755,1.0028356959474285,37590000000,TRY,,-7.5709,TRY,-3062.0109546165886,0,Finans,Derecelendirme yok
VESBE,VESTEL BEYAZ EŞYA SANAYİ VE TİCARET A.Ş.,5.84,TRY,0.5163511187607616,7593283,0.7632339589765733,9295999908,TRY,,-3.9956,TRY,-333.0334886745421,0.755576592082616,Dayanıklı tüketim malları,Derecelendirme yok
VESTL,VESTEL ELEKTRONİK SANAYİ VE TİCARET A.Ş.,22.84,TRY,-0.1748251748251711,4720735,0.5348121229602204,7675239137,TRY,,-78.0553,TRY,-66.17551882414054,0,Dayanıklı tüketim malları,Derecelendirme yok
VKFYO,VAKIF MENKUL KIYMET YATIRIM ORTAKLIĞI A.Ş.,25,TRY,-0.8723235527359194,169133,1.0641907090556053,756599979,TRY,,-0.4111,TRY,16.96626944051706,0,Finans,Derecelendirme yok
VKGYO,VAKIF GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,2.54,TRY,0.3952569169960566,5370793,0.5103543155702875,8728499901,TRY,11.656723267553923,0.2179,TRY,-78.15976746516989,4.03276679841897,Finans,Derecelendirme yok
VKING,VİKİNG KAĞIT VE SELÜLOZ A.Ş.,23.02,TRY,0.5240174672489127,279823,0.7589577041979009,961799984,TRY,,-23.4253,TRY,-74.57335340497518,0,Dayanıklı olmayan tüketici ürünleri,Derecelendirme yok
VRGYO,Vera Konsept Gayrimenkul Yatirim Ortakligi A.S.,1.75,TRY,-0.5681818181818187,9706966,0.8473247223413133,1443199992,TRY,,-1.1164,TRY,-125.44426494345721,0,Finans,Derecelendirme yok
VSNMD,Visne Madencilik Uretim Sanayi ve Ticaret AS,76.3,TRY,-1.29366106080207,512237,0.5213522179074503,9044100357,TRY,,-0.6528,TRY,,0.504029754204398,Enerji-dışı mineraller,Derecelendirme yok
YAPRK,YAPRAK SÜT VE BESİ ÇİFTLİKLERİ SANAYİ VE TİCARET A.Ş.,11.26,TRY,9.960937499999996,11839192,6.808861970577727,3053568057,TRY,154.03556771545828,0.0731,TRY,-54.959950708564385,0.244140625,İşlenebilen endüstriler,Derecelendirme yok
YATAS,YATAŞ YATAK VE YORGAN SANAYİ TİCARET A.Ş.,32.78,TRY,0.7995079950799446,411901,0.3861251753096898,4676500715,TRY,25.815088990392187,1.2698,TRY,231.62705667276052,0,Dağıtım servisleri,Derecelendirme yok
YAYLA,YAYLA ENERJİ ÜRETİM TURİZM VE İNŞAAT TİCARET A.Ş.,21.04,TRY,-1.2206572769953123,453076,0.4989491338958142,1062337462,TRY,,,,,0,Endüstriyel hizmetler,Derecelendirme yok
YBTAS,YİBİTAŞ YOZGAT İŞÇİ BİRLİĞİ İNŞAAT MALZEMELERİ TİCARET VE SANAYİ A.Ş.,14.09,TRY,1.3669064748201403,77159,1.1799455590897994,4169999885.9999995,TRY,57.22989439480097,0.2462,TRY,,0,Enerji-dışı mineraller,Derecelendirme yok
YEOTK,YEO TEKNOLOJİ ENERJİ VE ENDÜSTRİ A.Ş.,39.98,TRY,-1.3326752221125524,10535726,0.40270040557275383,33631600380.000004,TRY,20.412539569079954,1.9586,TRY,149.2808960162912,0,"Elektrik, Su, Gaz Hizmetleri",Derecelendirme yok
YESIL,YEŞİL YATIRIM HOLDİNG A.Ş.,1.22,TRY,-0.8130081300813016,13374450,0.7243037636874863,793350012,TRY,,-0.1548,TRY,-158.54765506807865,0,Çeşitli Hizmetler,Derecelendirme yok
YGGYO,YENİ GİMAT GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,229.9,TRY,3.1867145421903027,190776,1.7456517919887584,52181113099,TRY,9.690526972458503,23.7242,TRY,,4.73518850987433,Finans,Derecelendirme yok
YIGIT,Yigit Aku Malzemeleri Nakliyat Turizm Insaat Sanayi Ve Ticaret,20.68,TRY,-1.429933269780747,1470348,0.663603469905958,6304489862,TRY,17.126293995859214,1.2075,TRY,207.8001529441754,0,Üretici imalatı,Derecelendirme yok
YKBNK,YAPI VE KREDİ BANKASI A.Ş.,34.28,TRY,-1.6637980493402131,205267098,0.7380955881445453,294464195390,TRY,5.231351483335368,6.5528,TRY,61.093492637116796,0,Finans,Al
YKSLN,YÜKSELEN ÇELİK A.Ş.,2.78,TRY,-1.4184397163120581,5681299,0.911316576705958,1409999967,TRY,13.35254562920269,0.2082,TRY,,0,Dağıtım servisleri,Derecelendirme yok
YONGA,YONGA MOBİLYA SANAYİ VE TİCARET A.Ş.,49.52,TRY,-0.9599999999999936,10721,0.4561040773262542,839999962,TRY,174.30482224568814,0.2841,TRY,-86.01594802126404,0,Dayanıklı tüketim malları,Derecelendirme yok
YUNSA,YÜNSA YÜNLÜ SANAYİ VE TİCARET A.Ş.,8.65,TRY,-0.4602991944763999,2450559,0.7416236375925591,4171199799,TRY,10.503946569520341,0.8235,TRY,,4.20569620253165,İşlenebilen endüstriler,Derecelendirme yok
YYAPI,YEŞİL YAPI ENDÜSTRİSİ A.Ş.,0.88,TRY,0,2257850,0.7037371486192252,1500377756,TRY,,-0.1996,TRY,-126.79194630872483,0,Endüstriyel hizmetler,Derecelendirme yok
YYLGD,YAYLA AGRO GIDA SANAYİ VE TİCARET A.Ş.,10.04,TRY,-0.594059405940599,3574554,0.8545192904965037,10971428710,TRY,13.672885741522538,0.7343,TRY,-50.42867751299534,0,İşlenebilen endüstriler,Derecelendirme yok
ZEDUR,ZEDUR ENERJİ ELEKTRİK ÜRETİM A.Ş.,7.95,TRY,-0.7490636704119802,1611386,0.7309804395483395,1399747540,TRY,,-0.2412,TRY,-160.19465934614425,0,Tüketici hizmetleri,Derecelendirme yok
ZERGY,Zeray Gayrimenkul Yatirim Ortakligi AS,9.05,TRY,-1.2008733624454087,9540202,0.7073396493670003,5734160000,TRY,,,,,0,Finans,Derecelendirme yok
ZGYO,Z Gayrimenkul Yatirim Ortakligi A.S.,33.78,TRY,-0.05917159763312433,2393519,0.6717153855475387,7114637036,TRY,,,,,0,Finans,Derecelendirme yok
ZOREN,ZORLU ENERJİ ELEKTRİK ÜRETİM A.Ş.,2.32,TRY,-1.2765957446808616,34842598,0.8682653564273288,11749999523,TRY,,-2.7236,TRY,-40.023649169708484,0,"Elektrik, Su, Gaz Hizmetleri",Derecelendirme yok
ZRGYO,ZİRAAT GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,17.9,TRY,-0.11160714285716028,1331517,0.3210589819895806,84109672858,TRY,10.983616616555194,1.6297,TRY,149.18960244648315,0.518694196428571,Finans,Derecelendirme yok
